id,reduced_comp,in_icsd,num_atoms,relaxed_volume,predicted_energy,vol_energyperatom,full_energyperatom,predicted_decomp,decomp_energy,sc_decomp_energy
K2Sc1F2I3_icsd_200497_1,K2ScI3F2,False,24,847.0,-4.0437,-4.0281,-4.142,-0.1301,-0.2284,0.084
Li2Y3Br8N1_icsd_412221_1,Li2Y3Br8N,False,28,945.87,-3.9541,-3.9296,-4.661,-0.4167,-1.1236,0.0843
K1Sc1La1Br6I1_icsd_159097_19,KLaScIBr6,False,20,696.17,-3.824,-3.7248,-3.941,-0.54,-0.6565,0.0844
Li1Sc1F2Br2_icsd_075418_2,LiSc(BrF)2,False,12,257.21,-4.646,-4.6488,-4.926,-0.312,-0.5919,0.0844
Na4Sc1Br2I5_icsd_195681_1,Na4ScI5Br2,False,48,2050.4,-2.9404,-2.9223,-3.073,-0.1077,-0.2404,0.0844
K1Y1Zn2Cl1Br7_icsd_166998_2,KYZn2Br7Cl,False,24,830.41,-3.003,-2.9217,-3.235,-0.147,-0.3797,0.0847
K2Y1La1Br8_icsd_201623_1,K2LaYBr8,False,24,963.59,-3.7386,-3.7401,-3.935,-0.454,-0.6504,0.085
K2Sc1F1Br4_icsd_411626_1,K2ScBr4F,False,16,539.3,-3.888,-3.8375,-4.03,-0.512,-0.6537,0.0854
K1Sc1Cd1Br4I2_icsd_083588_2,KScCd(IBr2)2,False,36,1395.19,-3.041,-3.0383,-3.156,-0.555,-0.6701,0.0854
Li3Hf1Hg1Br9_icsd_010384_2,Li3HfHgBr9,False,28,853.99,-3.1089,-3.0454,-3.289,-0.3646,-0.5447,0.0856
Li2Sc1Hg1Br7_icsd_161498_2,Li2ScHgBr7,False,11,344.8,-3.0882,-3.0605,-3.131,-0.6074,-0.6501,0.0856
Li2Sc1Hf1Br9_icsd_180336_1,Li2HfScBr9,False,26,1105.84,-3.3865,-3.3587,-3.915,-0.6295,-1.1579,0.0857
K2Sc1Zn1Br7_icsd_076762_1,K2ScZnBr7,False,22,745.01,-3.2845,-3.2857,-3.297,-0.6442,-0.6567,0.0858
Li3Y2Br8I1_icsd_412221_1,Li3Y2IBr8,False,28,1076.98,-3.544,-3.5499,-3.865,-0.604,-0.9245,0.0858
Li1Y1F2Br2_Mg1Hf1Cl2S2_sg63_icsd_260003_2_4,LiY(BrF)2,False,24,498.1,-4.865,-4.8778,-5.107,-0.147,-0.3889,0.0858
Na1Hf1Br3I2_icsd_060759_1,NaHfI2Br3,False,14,585.42,-3.636,-3.6514,-3.725,-0.411,-0.5002,0.086
Na1Sc1F3Br1_icsd_422802_1,NaScBrF3,False,24,413.12,-5.173,-5.1517,-5.336,-0.954,-1.1174,0.086
K1Y1Zn1Br4I2_icsd_083588_1,KYZn(IBr2)2,False,36,1459.74,-3.282,-3.2611,-3.324,-0.232,-0.2738,0.0861
K3Hf1Cl1Br6_icsd_051259_2,K3HfBr6Cl,False,22,873.39,-3.58,-3.5588,-3.741,-0.382,-0.5435,0.0863
Na3Sc2I9_icsd_401828_1,Na3Sc2I9,False,28,1506.43,-3.171,-3.1622,-3.169,-0.7298,-0.7278,0.0863
K1Y3Br8I2_icsd_067711_1,KY3(IBr4)2,False,14,522.17,-3.85,-3.7531,-3.973,-1.048,-1.1703,0.0864
Li1Sc2Cd1Br7I2_icsd_071263_3,LiSc2CdI2Br7,False,26,973.22,-2.9739,-2.8562,-3.453,-0.3913,-0.8704,0.0868
Li3Hf1Br6I1_icsd_170764_2,Li3HfIBr6,False,22,722.78,-3.393,-3.3917,-3.684,-0.221,-0.512,0.0871
Na1Hf1Br4I1_icsd_414154_3,NaHfIBr4,False,28,1282.84,-3.774,-3.7669,-3.804,-0.758,-0.7877,0.0872
K1Hf1Br3I2_icsd_060759_1,KHfI2Br3,False,14,661.72,-3.557,-3.5707,-3.777,-0.31,-0.53,0.0874
K1Sc1Cd1Br3I3_icsd_171662_1,KScCd(IBr)3,False,18,863.26,-2.705,-2.6877,-3.069,-0.248,-0.6119,0.0877
K3Sc2Br8I1_icsd_412221_1,K3Sc2IBr8,False,28,1187.93,-3.62,-3.6411,-3.664,-0.968,-1.012,0.0877
Na1Sc2Al1F8Br2_icsd_422132_1,NaSc2Al(BrF4)2,False,28,538.78,-4.941,-4.8721,-5.577,-0.576,-1.2124,0.0884
Na1Sc1Cd1Br4I2_icsd_083588_2,NaScCd(IBr2)2,False,36,1406.62,-2.95,-2.9477,-3.119,-0.209,-0.378,0.0884
K1Y1La1Br6I1_icsd_159097_19,KLaYIBr6,False,20,715.81,-3.929,-3.8214,-4.047,-0.403,-0.521,0.0886
Na1Hf1Zn1Cl1Br6_icsd_159098_20,NaHfZnBr6Cl,False,20,630.5,-3.189,-3.1666,-3.504,-0.209,-0.5238,0.0886
K3Y1Hg1Br8_icsd_069143_2,K3YHgBr8,False,26,997.09,-3.1039,-3.0431,-3.174,-0.5364,-0.6065,0.0888
K1Sc1Zn1Br4I2_icsd_083588_1,KScZn(IBr2)2,False,36,1362.54,-3.123,-3.0983,-3.202,-0.577,-0.6562,0.0888
K1Y3Br6O2_icsd_412467_1,KY3(Br3O)2,False,24,880.61,-4.582,-4.7047,-5.387,-0.18,-0.9848,0.0888
Na1Y1Al1Br7_icsd_024423_1,NaYAlBr7,False,40,1339.33,-3.5958,-3.5917,-3.65,-0.9556,-1.0098,0.089
K1Al2Br6I1_icsd_028267_2,KAl2IBr6,False,10,413.24,-3.07,-2.8415,-3.138,-0.762,-0.8296,0.0891
K1Sc2Ti1I11_icsd_081223_1,KSc2TiI11,False,15,780.99,-3.147,-3.1149,-3.271,-0.5391,-0.6631,0.0892
Li1Y3Br8I2_icsd_067711_1,LiY3(IBr4)2,False,14,496.97,-3.8231,-3.7188,-3.961,-0.9945,-1.1325,0.0895
K3Sc2Br1I8_icsd_412221_1,K3Sc2I8Br,False,28,1412.64,-3.1919,-3.2232,-3.283,-0.6546,-0.7458,0.0896
Li1Cd1Al1Br6_icsd_165986_5,LiAlCdBr6,False,27,743.33,-2.8934,-2.885,-2.895,-0.5206,-0.5222,0.0897
K1Y2Ge1Br11_icsd_067512_1,KY2GeBr11,False,30,1258.2,-3.6356,-3.5161,-3.7,-0.9852,-1.0496,0.0897
Na2Sc1Zn1Br7_icsd_093723_2,Na2ScZnBr7,False,44,1346.01,-3.2198,-3.2233,-3.241,-0.1333,-0.1545,0.0903
K2Sc2Br5I3_icsd_080215_2,K2Sc2I3Br5,False,12,492.75,-3.186,,-3.628,-0.575,-1.0167,0.0905
Li2Y1Cl2Br3_icsd_023344_1,Li2YBr3Cl2,False,32,944.01,-3.904,-3.9057,-4.022,-0.136,-0.2536,0.0905
Na2Sc1F2Br3_icsd_200497_1,Na2ScBr3F2,False,24,559.47,-4.233,-4.2336,-4.36,-0.166,-0.2931,0.0906
Li1Hf1Cl3Br2_icsd_060759_1,LiHfBr2Cl3,False,14,436.9,-4.242,-4.2812,-4.321,-0.151,-0.2295,0.0907
Na3Sc2F1Br8_icsd_412221_1,Na3Sc2Br8F,False,28,867.61,-3.557,-3.5876,-3.884,-0.168,-0.4943,0.0908
Li1Hf2Cl1Br8_icsd_161850_2,LiHf2Br8Cl,False,24,792.55,-4.021,-3.9987,-4.031,-0.976,-0.9865,0.0911
K1Y2La1Cl2Br8_icsd_408052_1,KLaY2(Br4Cl)2,False,28,1222.53,-3.891,,-4.29,-0.303,-0.7015,0.0915
K1Y2Si1Br11_icsd_067512_1,KY2SiBr11,False,30,1286.73,-3.6128,-3.5118,-3.818,-0.8426,-1.0478,0.0915
K2Y1Br4I1_icsd_202983_1,K2YIBr4,False,32,1744.95,-3.644,-3.6159,-3.678,-0.615,-0.6488,0.0918
K1Sc1Y1Br1I6_icsd_159098_19,KYScI6Br,False,20,799.42,-3.404,-3.3572,-3.617,-0.284,-0.4968,0.0921
Li1Y1Hf1Br6S1_icsd_159097_19,LiYHfSBr6,False,20,662.53,-3.916,-3.8235,-4.499,-0.393,-0.9762,0.0925
K3Sc1Cd1Br8_icsd_069143_2,K3ScCdBr8,False,26,976.32,-3.1625,-3.1044,-3.228,-0.4946,-0.56,0.0925
Li1Sc1Zn1I6_icsd_164941_1,LiScZnI6,False,18,636.88,-2.8921,-2.8666,-2.887,-0.1291,-0.1241,0.0931
Li1Y1Cd1Br5I1_icsd_085759_1,LiYCdIBr5,False,18,787.08,-3.057,-3.0193,-3.345,-0.262,-0.5495,0.0931
K1Hf2Br6I3_icsd_001626_1,KHf2(IBr2)3,False,12,657.07,-3.405,-3.1805,-3.882,-0.261,-0.738,0.0934
Na1Hf1Hg1Br6I1_icsd_159098_23,NaHfHgIBr6,False,20,852.58,-3.021,-2.9678,-3.157,-0.411,-0.5468,0.0935
Li3Hg1Al1Br8_icsd_040534_1,Li3AlHgBr8,False,26,713.24,-2.684,-2.726,-2.859,-0.1632,-0.3382,0.0942
Na1Sc2Zn1F9_icsd_281502_1,NaSc2ZnF9,False,26,439.65,-5.4897,-5.429,-5.583,-2.0877,-2.181,0.0943
Na3Sc2Br9_icsd_401828_1,Na3Sc2Br9,False,28,1210.23,-3.6653,-3.6509,-3.656,-0.4851,-0.4758,0.0943
K1Y1Al1F1Br6_icsd_159097_19,KYAlBr6F,False,20,736.97,-3.564,-3.5378,-4.029,-0.585,-1.0501,0.0944
Na3Sc2Br8I1_icsd_412221_1,Na3Sc2IBr8,False,28,1152.71,-3.485,-3.5113,-3.601,-0.287,-0.4037,0.0944
Na1Sc1Y1F6I1_icsd_172413_19,NaYScIF6,False,40,642.56,-5.665,-5.5945,-5.854,-0.307,-0.4961,0.0945
K1La1Al1Br7_icsd_201526_1,KLaAlBr7,False,40,1348.76,-3.6112,-3.5948,-3.621,-0.4657,-0.4754,0.0946
K1Y1Al1Cl1Br6_icsd_159097_19,KYAlBr6Cl,False,20,692.23,-3.494,-3.4301,-3.76,-0.744,-1.0104,0.0946
Na1Sc1Zn1Br4I2_icsd_083588_1,NaScZn(IBr2)2,False,36,1368.5,-3.025,-3.0134,-3.162,-0.234,-0.3711,0.0948
K1Sc1F2Br2_icsd_075418_2,KSc(BrF)2,False,12,319.06,-4.575,-4.6016,-4.853,-0.212,-0.4909,0.0948
Na2Sc1F3I2_icsd_200221_1,Na2ScI2F3,False,32,840.67,-4.423,-4.3639,-4.548,-0.206,-0.3306,0.095
Na1Y3Cl6Br4_icsd_060959_1,NaY3(Br2Cl3)2,False,28,777.17,-4.3938,-4.3769,-4.529,-0.1498,-0.285,0.0951
K1Cd1Al1Br5I1_icsd_085758_3,KAlCdIBr5,False,18,919.08,-2.692,-2.6565,-2.809,-0.244,-0.3614,0.0951
K4Y1Br7_icsd_603686_1,K4YBr7,False,24,883.93,-3.5096,-3.4933,-3.533,-0.6214,-0.6448,0.0953
Li2Sc1Br2I3_icsd_159464_1,Li2ScI3Br2,False,32,1146.92,-3.3053,-3.2619,-3.418,-0.1373,-0.25,0.0955
K1Y2Cd1Br7I2_icsd_071263_3,KY2CdI2Br7,False,26,932.78,-3.156,-3.0529,-3.615,-0.348,-0.8079,0.0957
K1Sc1Zn1Br1I5_icsd_085758_1,KScZnI5Br,False,18,936.86,-2.749,-2.7139,-2.941,-0.366,-0.5585,0.0958
Na1Sc3F6Cl4_icsd_060959_1,NaSc3(Cl2F3)2,False,28,468.36,-4.9991,-4.9532,-5.541,-0.9181,-1.46,0.0959
K1Sc1Al1I7_icsd_060952_2,KScAlI7,False,40,1592.52,-3.0336,-3.0193,-3.05,-0.4718,-0.4882,0.0963
K1Sc1Hg1Br5I1_icsd_085758_3,KScHgIBr5,False,18,1056.96,-2.854,-2.8008,-3.025,-0.573,-0.7432,0.0963
Li3Hf1Zn1Br9_icsd_010384_2,Li3HfZnBr9,False,28,906.9,-3.1328,-3.0744,-3.443,-0.2245,-0.5347,0.0965
Na2Sc1Zn2F9_icsd_075583_1,Na2ScZn2F9,False,28,409.37,-4.5596,-4.5599,-4.782,-0.1145,-0.3369,0.0966
K1Zn1Al1Br6_icsd_088790_1,KAlZnBr6,False,9,290.78,-2.9051,-2.8948,-2.919,-0.5125,-0.5264,0.0969
K1Hf1Cl2Br3_icsd_009710_1,KHfBr3Cl2,False,28,1090.19,-4.106,-4.1297,-4.186,-0.469,-0.5494,0.0969
Na1Y3Br7P1_icsd_417803_2,NaY3PBr7,False,24,767.87,-4.0105,-3.8058,-4.584,-0.4935,-1.067,0.097
Na1Hf1Cd1Cl1Br6_icsd_159098_20,NaHfCdBr6Cl,False,20,665.15,-3.219,-3.2034,-3.462,-0.288,-0.5308,0.097
K1Sc1Zn1Br5I1_icsd_085759_1,KScZnIBr5,False,18,756.87,-3.142,-3.128,-3.256,-0.595,-0.7091,0.097
K2Y1Si1Br9_icsd_180336_2,K2YSiBr9,False,26,1131.04,-3.1113,-3.0393,-3.52,-0.1695,-0.5783,0.0971
Na1Hf1Cd1F1Br6_icsd_159098_20,NaHfCdBr6F,False,20,603.09,-3.292,-3.3083,-3.712,-0.11,-0.5306,0.0972
Li1Sc1Hg1Br5I1_icsd_420040_20,LiScHgIBr5,False,18,664.73,-2.786,-2.7841,-3.052,-0.378,-0.6439,0.0973
K2Sc1Zn1I7_icsd_076762_1,K2ScZnI7,False,22,944.47,-2.806,-2.8229,-2.833,-0.4055,-0.4325,0.0975
Na2Zn1Al1Br7_icsd_093723_1,Na2AlZnBr7,False,44,1539.67,-2.7955,-2.8323,-2.908,-0.297,-0.4095,0.0977
K3Sc1Br1I5_icsd_038067_1,K3ScI5Br,False,40,1858.98,-2.9618,-3.0018,-3.146,-0.3106,-0.4949,0.0979
K1Sc3Br8I2_icsd_067711_1,KSc3(IBr4)2,False,14,464.16,-3.597,-3.4901,-3.654,-1.178,-1.2349,0.098
K1Sc1Al1Br5I2_icsd_086200_1,KScAlI2Br5,False,20,807.87,-2.683,-2.5954,-3.422,-0.156,-0.8952,0.098
Na1Y2Ge1Br11_icsd_081223_1,NaY2GeBr11,False,15,576.62,-3.5936,-3.5063,-3.661,-0.7657,-0.8331,0.0981
Li1Y2Ti1Br11_icsd_081223_1,LiY2TiBr11,False,15,502.79,-3.8254,-3.7923,-3.943,-0.8866,-1.0042,0.0984
Na3Sc2Br1I8_icsd_412221_1,Na3Sc2I8Br,False,28,1433.09,-3.04,-3.0764,-3.212,-0.476,-0.648,0.0985
Na1Sc2F4Br3_icsd_063489_1,NaSc2Br3F4,False,40,824.1,-4.2737,-4.2638,-5.155,-0.6794,-1.5607,0.0987
Na1Sc1Al1F6Cl1_icsd_159097_19,NaScAlClF6,False,20,250.37,-5.31,-5.2381,-5.58,-0.197,-0.4674,0.099
K2Hf1Al1Br9_icsd_180336_1,K2HfAlBr9,False,26,1095.4,-3.2147,-3.1906,-3.602,-0.6017,-0.989,0.099
Na3Hg1Al1Br8_icsd_069143_2,Na3AlHgBr8,False,26,946.83,-2.6548,-2.5659,-2.751,-0.2531,-0.3493,0.099
Li1Y1Al1Cl1Br6_icsd_159097_19,LiYAlBr6Cl,False,20,654.39,-3.443,-3.3929,-3.753,-0.658,-0.9673,0.0992
Li2Y1F1Br4_icsd_000484_1,Li2YBr4F,False,16,466.11,-3.817,-3.8139,-4.221,-0.206,-0.6097,0.0992
Na2Hg1Al1Br7_icsd_093723_1,Na2AlHgBr7,False,44,1390.03,-2.5848,-2.6226,-2.701,-0.3024,-0.4185,0.0992
Na1Sc1Hg1Br4I2_icsd_083588_2,NaScHg(IBr2)2,False,36,1757.14,-2.756,-2.7749,-2.949,-0.22,-0.4132,0.0993
Na1Zn1Al1Br6_icsd_152300_3,NaAlZnBr6,False,18,513.18,-2.8691,-2.8795,-2.884,-0.4993,-0.5142,0.0993
Na1Sc2Hg1Br7I2_icsd_071263_3,NaSc2HgI2Br7,False,26,937.37,-2.841,-2.715,-3.285,-0.352,-0.7958,0.0994
Li1Sc1Y1Br6I1_icsd_159098_19,LiYScIBr6,False,20,646.7,-3.791,-3.6928,-3.986,-1.055,-1.2495,0.0996
K1Y1Cd1Cl1Br5_icsd_422708_1,KYCdBr5Cl,False,18,686.3,-3.322,-3.286,-3.466,-0.384,-0.5281,0.1
K1Sc2Br2I5_icsd_051436_2,KSc2I5Br2,False,20,758.13,-3.354,-3.2209,-3.544,-0.899,-1.0891,0.1006
K3Y1Al1Br9_icsd_039809_2,K3YAlBr9,False,28,1111.35,-3.4599,-3.3842,-3.525,-0.8686,-0.9336,0.1006
Na1Sc1Y1Br6I1_icsd_159098_19,NaYScIBr6,False,20,651.27,-3.794,-3.6911,-3.935,-0.827,-0.9684,0.1006
K3Sc2Cl1Br8_icsd_412221_1,K3Sc2Br8Cl,False,28,1132.51,-3.6806,-3.69,-3.755,-0.7745,-0.8489,0.1007
K3Y1Zn1Br8_icsd_069143_1,K3YZnBr8,False,26,968.71,-3.2055,-3.1883,-3.337,-0.4475,-0.5791,0.1008
K3Sc2Cl1I8_icsd_412221_1,K3Sc2I8Cl,False,28,1392.83,-3.2147,-3.2432,-3.324,-0.4522,-0.5615,0.1011
Na1Al2Ge1Br11_icsd_078867_1,NaAl2GeBr11,False,15,773.55,-2.7438,-2.7165,-3.035,-0.3291,-0.6203,0.1014
K1Zn1Al1Br5I1_icsd_085758_3,KAlZnIBr5,False,18,935.16,-2.7,-2.6914,-2.852,-0.193,-0.3445,0.1017
K4Hf1Br7I1_icsd_421546_2,K4HfIBr7,False,26,1118.54,-3.1903,-3.1029,-3.518,-0.1073,-0.435,0.1018
K1Sc1La1I7_icsd_024423_1,KLaScI7,False,40,1953.02,-3.4632,-3.4616,-3.492,-0.5011,-0.5298,0.1018
K2Cd1Al1Br7_icsd_400729_1,K2AlCdBr7,False,22,727.43,-2.8784,-2.9054,-2.91,-0.3998,-0.4315,0.1023
Li1Sc2Sn1I11_icsd_078867_1,LiSc2SnI11,False,15,602.79,-2.9635,-2.9258,-2.965,-0.2753,-0.2768,0.1025
Na3Zn1Al1Br8_icsd_069143_2,Na3AlZnBr8,False,26,929.14,-2.8063,-2.732,-2.918,-0.2218,-0.3335,0.1032
Li2Sc3Br8P1_icsd_412221_1,Li2Sc3PBr8,False,28,902.84,-3.6465,-3.6365,-4.245,-0.3381,-0.9366,0.1032
K3La1Al1Br9_icsd_039809_2,K3LaAlBr9,False,28,1146.55,-3.3958,-3.3229,-3.465,-0.2532,-0.3225,0.1036
Li3Sc2Cl1Br8_icsd_412221_1,Li3Sc2Br8Cl,False,28,1025.79,-3.529,-3.542,-3.815,-0.545,-0.8315,0.1037
Na3Al2F1Br8_icsd_412221_1,Na3Al2Br8F,False,28,997.85,-3.17,-3.1897,-3.369,-0.359,-0.5582,0.1038
Na3Cd1Al1Br8_icsd_069143_2,Na3AlCdBr8,False,26,915.85,-2.7434,-2.6849,-2.886,-0.1997,-0.3423,0.104
Li1Y2Br6I1_icsd_079353_2,LiY2IBr6,False,40,1255.97,-3.971,-3.8595,-4.071,-1.18,-1.2805,0.104
Li1Al1Cl1Br3_icsd_241140_3,LiAlBr3Cl,False,24,621.6,-3.228,-3.2561,-3.36,-0.396,-0.5281,0.1043
Li1Sc1B1Br7_icsd_085712_1,LiScBBr7,False,20,644.6,-3.4011,-3.3256,-3.635,-0.4649,-0.6988,0.1047
Na3Sc2Cl1I8_icsd_412221_1,Na3Sc2I8Cl,False,28,1441.38,-3.057,-3.0952,-3.26,-0.344,-0.5468,0.1048
Li2Y1Zr1Br9_icsd_180336_2,Li2YZrBr9,False,26,1131.38,-3.4163,-3.3568,-3.851,-0.2045,-0.6392,0.1052
Na2Sc1Zn1I7_icsd_093723_2,Na2ScZnI7,False,44,1722.25,-2.737,-2.7483,-2.773,-0.3784,-0.4144,0.1052
K2Sc1Zn2Br8I1_icsd_422406_3,K2ScZn2IBr8,False,14,518.27,-2.877,-2.7657,-3.033,-0.265,-0.4212,0.1052
Li1Hf1Zn1Cl1Br6_icsd_159098_20,LiHfZnBr6Cl,False,20,650.29,-3.186,-3.1711,-3.55,-0.158,-0.5223,0.1053
K1Y1Cd1Br5I1_icsd_085759_1,KYCdIBr5,False,18,858.66,-3.157,-3.1357,-3.317,-0.402,-0.5616,0.1057
Li1Y2Sn1Br11_icsd_081223_1,LiY2SnBr11,False,15,506.68,-3.6486,-3.5589,-3.649,-0.9966,-0.9969,0.1057
Na1Sc1La1F7_icsd_245783_2,NaLaScF7,False,40,700.31,-6.0962,-6.0982,-6.115,-1.0754,-1.0942,0.1057
Li2Y1Zn1Br7_icsd_093723_2,Li2YZnBr7,False,44,1274.72,-3.3373,-3.332,-3.408,-0.5987,-0.6694,0.1057
Li3Sc2Br9_icsd_401828_1,Li3Sc2Br9,False,28,1021.98,-3.7366,-3.7265,-3.755,-1.0243,-1.0427,0.1058
K3Sc1Cl1Br5_icsd_038067_1,K3ScBr5Cl,False,40,1524.31,-3.3682,-3.3839,-3.579,-0.2036,-0.4144,0.1059
Li1Sc1Al1Br5I2_icsd_086200_1,LiScAlI2Br5,False,20,820.56,-2.682,-2.6001,-3.433,-0.119,-0.8701,0.106
Na1La1Al1Br7_icsd_201526_1,NaLaAlBr7,False,40,1383.54,-3.5278,-3.5222,-3.58,-0.3977,-0.4499,0.1062
Na1Hf2Br6I3_icsd_001626_1,NaHf2(IBr2)3,False,12,627.09,-3.322,-3.1085,-3.838,-0.191,-0.7069,0.1065
K3Al2F1Br8_icsd_412221_1,K3Al2Br8F,False,28,1068.47,-3.2656,-3.2814,-3.416,-0.4216,-0.572,0.1066
Li1Sc1Br2S1_icsd_413289_3,LiScSBr2,False,10,301.97,-4.408,-4.3919,-4.513,-0.222,-0.327,0.1066
K1Y1Br2O1_icsd_193711_3,KYBr2O,False,10,267.96,-5.1704,-5.1099,-5.289,-0.2188,-0.3374,0.1066
Li3Sc2Br8I1_icsd_412221_1,Li3Sc2IBr8,False,28,1086.25,-3.4856,-3.5041,-3.703,-0.7008,-0.9182,0.1068
K2Sc1Zn2Br9_icsd_075583_1,K2ScZn2Br9,False,28,1019.58,-2.9174,-2.929,-3.071,-0.3227,-0.4762,0.1072
K3Y1Cd1Br8_icsd_069143_2,K3YCdBr8,False,26,1000.16,-3.1827,-3.1411,-3.296,-0.4732,-0.5865,0.1072
Li1Y1Br2S1_icsd_413290_1,LiYSBr2,False,20,485.85,-4.635,-4.6558,-4.68,-0.319,-0.3641,0.1074
K1Y2Hg1Br7I2_icsd_071263_3,KY2HgI2Br7,False,26,1032.92,-3.028,-2.9227,-3.493,-0.363,-0.8279,0.1075
K2Hf1Br5I1_icsd_201603_1,K2HfIBr5,False,36,1616.1,-3.556,-3.4933,-3.706,-0.496,-0.6461,0.1075
Na1Sc1Y1Br1I6_icsd_159098_19,NaYScI6Br,False,20,820.92,-3.355,-3.3084,-3.569,-0.152,-0.3652,0.1077
K1Sc2Hf1I11_icsd_081223_1,KHfSc2I11,False,15,842.19,-3.3905,-3.3725,-3.485,-0.5498,-0.6443,0.108
K1Y1Zn1Br5I1_icsd_085759_1,KYZnIBr5,False,18,823.03,-3.257,-3.2421,-3.364,-0.442,-0.5487,0.1084
Na1Y2Ti1Br11_icsd_081223_1,NaY2TiBr11,False,15,524.14,-3.8268,-3.7808,-3.915,-0.7346,-0.8228,0.1084
K1Sc1La1Br1I6_icsd_159097_19,KLaScI6Br,False,20,834.85,-3.366,,-3.562,-0.327,-0.5232,0.1085
K1Sc2Hg1Br7I2_icsd_071263_3,KSc2HgI2Br7,False,26,989.11,-2.868,-2.7425,-3.318,-0.574,-1.0245,0.1087
Li1Y1Zn1Br5I1_icsd_085759_1,LiYZnIBr5,False,18,763.28,-3.142,-3.1265,-3.379,-0.296,-0.5336,0.1087
Li3Zn1Al1Br8_icsd_040534_1,Li3AlZnBr8,False,26,668.36,-2.8258,-2.8921,-3.023,-0.1284,-0.3256,0.1088
Li1Zr1Al2Br11_icsd_081223_1,LiZrAl2Br11,False,15,520.8,-3.2083,-3.1827,-3.347,-0.4534,-0.5921,0.1091
K2Y1F2Br3_icsd_200497_1,K2YBr3F2,False,24,710.17,-4.477,-4.447,-4.538,-0.2,-0.2608,0.1092
Li2Sc1Y1Br7I1_icsd_166998_5,Li2YScIBr7,False,24,873.91,-3.289,-3.2229,-3.864,-0.456,-1.031,0.1094
K1Al1F1Br3_icsd_010470_3,KAlBr3F,False,12,364.76,-3.6267,-3.6333,-3.755,-0.3955,-0.5238,0.1095
K1Sc1Cd1Cl1Br5_icsd_422708_3,KScCdBr5Cl,False,18,648.0,-3.264,-3.2383,-3.339,-0.381,-0.4567,0.1096
Na1Al1F1Br3_icsd_010470_3,NaAlBr3F,False,12,316.73,-3.613,-3.6229,-3.713,-0.408,-0.5077,0.1102
Na3Hf1Hg1Br9_icsd_010384_2,Na3HfHgBr9,False,28,1181.0,-2.7798,-2.715,-3.148,-0.1461,-0.5143,0.1103
K2Hg1Al1Br7_icsd_400729_1,K2AlHgBr7,False,22,739.44,-2.6985,-2.7272,-2.735,-0.3878,-0.4243,0.1103
Li2La2Ge1N4_icsd_090119_2,Li2La2GeN4,False,18,242.99,-6.4096,-6.2056,-6.258,-0.1356,0.016,0.1106
K1Al2Ge1Br11_icsd_078867_1,KAl2GeBr11,False,15,764.34,-2.7166,-2.7055,-3.043,-0.2916,-0.618,0.1107
K3Sc1Al1I9_icsd_039809_2,K3ScAlI9,False,28,1347.11,-2.8301,-2.7957,-2.965,-0.1979,-0.3329,0.1109
Na1Sc2Al1F8I2_icsd_422132_1,NaSc2Al(IF4)2,False,28,568.62,-4.8222,-4.7654,-5.443,-0.3411,-0.9619,0.111
K1Y2Br5O1_icsd_412972_2,KY2Br5O,False,9,331.13,-4.847,-4.8439,-4.902,-1.031,-1.0867,0.1112
K2Y1Hf1Br9_icsd_180336_2,K2YHfBr9,False,26,1060.41,-3.5952,-3.5355,-3.955,-0.8522,-1.212,0.1113
Li3Sc2I9_icsd_401828_1,Li3Sc2I9,False,28,1296.83,-3.2335,-3.2276,-3.261,-0.1405,-0.1679,0.1113
Li1Hf2Br6I3_icsd_001626_1,LiHf2(IBr2)3,False,12,634.4,-3.302,-3.0959,-3.878,-0.128,-0.7039,0.1117
Na2Sc1La1F8_icsd_201623_1,Na2LaScF8,False,24,380.49,-5.6196,-5.5879,-5.804,-0.2039,-0.3883,0.1117
Na1Y2La1Br8I2_icsd_408052_1,NaLaY2(IBr4)2,False,28,1280.06,-3.711,-3.638,-4.069,-0.167,-0.5249,0.1121
K1Cd3F1I6_icsd_095538_1,KCd3I6F,False,11,669.15,-2.592,-1.4432,-2.3,-0.261,0.0312,0.1122
K2Sc1Br3S1_icsd_056746_1,K2ScSBr3,False,14,457.92,-3.988,-3.9783,-4.044,-0.154,-0.2099,0.1122
Li2Hf1Al1Br7I2_icsd_071263_3,Li2HfAlI2Br7,False,26,1092.35,-2.9981,-2.919,-3.526,-0.105,-0.6329,0.1124
Na2Sc1Br3I2_icsd_159464_1,Na2ScI2Br3,False,32,1222.53,-3.241,-3.2178,-3.365,-0.124,-0.2476,0.1125
Na2Sc1Cd2F9_icsd_075583_1,Na2ScCd2F9,False,28,458.65,-4.4794,-4.4961,-4.661,-0.1346,-0.3163,0.1126
Li2Hf1Br5I1_icsd_290265_1,Li2HfIBr5,False,36,1374.12,-3.615,-3.5715,-3.752,-0.475,-0.6119,0.1127
Na1Y1Al1Cl1Br6_icsd_159097_19,NaYAlBr6Cl,False,20,700.2,-3.449,-3.3884,-3.708,-0.435,-0.6939,0.1128
Li2Y1Hf1Br9_icsd_180336_2,Li2YHfBr9,False,26,1134.81,-3.5375,-3.4948,-3.968,-0.7389,-1.1694,0.113
Na2Sc1F2I3_icsd_200497_1,Na2ScI3F2,False,24,725.46,-3.8937,-3.9041,-4.049,-0.2579,-0.4132,0.1132
